participant;condition;layout;chats;part;topic;question;answer;wait_time;correct
8;A;1;3;1;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;koko vartalo vyötäröstä ylöspäin;132,27;TRUE
8;A;1;3;1;Miekkailu;Entä kalpamiekkailun?;koko keho;54,19;TRUE
8;A;1;3;1;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;medi;65,06;TRUE
8;A;1;3;1;Agility;Kuinka monta eri tasoluokkaa on olemassa?;5;30,04;FALSE
8;A;1;3;1;Agility;Onko agilitykilpailun tarkoituksena yhtenä osa-aluuena koiran ulkonäön arviointi?;ei ole;214,07;TRUE
8;A;1;3;1;Televisio;Yritän muodostaa internet-yhteyttä ostamaani televisioon, mutta se ei tunnu onnistuvan. Mikä on minimi verkkoyhteyden nopeus, jotta internet-yhteys voidaan muodostaa?;miniminopeus on 10Mbps;182,70;TRUE
8;B;2;3;3;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;22,19;TRUE
8;B;2;3;3;Astianpesukone;Selvä, mitä lämpötilaa tämä ohjelma käyttää?;70 astetta;39,32;TRUE
8;B;2;3;3;Astianpesukone;Sitten vielä yksi kysymys koneen asetuksista. Asuinpaikassani veden kovuus on 32°dH, mihin asentoon vedenpehmennin tulee siis asettaa?;7;81,90;TRUE
8;B;2;3;3;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;kuulokkeet, latauskaapeli ja pikaopas;39,88;TRUE
8;B;2;3;3;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;0;43,06;TRUE
8;B;2;3;3;Langattomat Bluetooth-kuulokkeet;Kuinka kauan kuulokkeiden lataaminen pitäisi yleensä kestää?;2 tuntia;23,87;TRUE
8;B;2;3;3;Langattomat Bluetooth-kuulokkeet;Kuinka suuri kuulokkeiden toimintasäde on?;10 metriä;13,70;TRUE
8;B;2;3;3;Painepesuri;Mikä on mallin P 130.2 nimellispaine?;12 MPa;50,99;TRUE
8;B;2;3;3;Painepesuri;Entä nimellisvirrankulutus?;2.300 kW;30,97;TRUE
8;B;2;3;3;Painepesuri;Kuinka pitkä takuu laitteessa on?;2 vuotta;86,63;TRUE
8;B;2;3;3;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274 cm;13,24;TRUE
8;B;2;3;3;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;16 cm;21,19;TRUE
8;B;2;3;3;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;sähkökatko;51,25;TRUE
8;C;1;4;2;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900mm;10,84;TRUE
8;C;1;4;2;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;n. 120 min;114,43;TRUE
8;C;1;4;2;Kuivauskaappi;Mitä pesuainetta kuivauskaapin puhdistukseen voi käyttää?;mietoa saippualiuosta;121,66;TRUE
8;C;1;4;2;Taekwondon kilpailusäännöt;Lapseni on osallistumassa ensimmäiseen taekwondokilpailuun ja muutama asia on vielä epäselvä. Mihin kilpailuluokkaan hänen pitää osallistua? Hän on 9-vuotias.;värivyöt, c-juniorit;36,19;TRUE
8;C;1;4;2;Taekwondon kilpailusäännöt;Käydäänkö tässä luokassa pyykkipoikaottelua?;kyllä;108,92;TRUE
8;C;1;4;2;Taekwondon kilpailusäännöt;Mitä punnituksessa pitää olla päällä?;t-paita ja dobokin housut;68,09;TRUE
8;C;1;4;2;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;c;58,02;TRUE
8;C;1;4;2;Tenniksen kilpailumääräykset;Olen vähän huolissani omasta jaksamisestani, kuinka pitkä tauko kahden normaalipituisen saman luokan ottelussa on vähintään?;60 min;105,82;TRUE
8;C;1;4;2;Tenniksen kilpailumääräykset;Kuinka montaa palloa tennisotteluissa voi korkeintaan käyttää?;kuutta;86,06;TRUE
8;C;1;4;2;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314 mm;172,82;TRUE
8;C;1;4;2;Mankeli;Entä mankeliliinan leveys?;730 mm;45,82;FALSE
8;C;1;4;2;Mankeli;Mikä on lakanoiden mankeiloimisaika?;2-4 min;65,75;TRUE
8;C;1;4;2;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;180 mm;55,58;TRUE
8;D;2;4;4;Arkkupakastin;Tarvitsisin vastauksen muutamaan kysymykseen, jotta tiedän ostanko arkkupakastimen. Kuinka leveä pakastin on?;595 mm;58,44;TRUE
8;D;2;4;4;Arkkupakastin;Sitten kysymys asennuksesta. Voinko asentaa pakastimen varastoon, jossa on talvella +5 astetta lämmintä?;ei;177,03;TRUE
8;D;2;4;4;Arkkupakastin;Entä mikä on alhaisin lämpötila, jolle pakastimen voi säätää käyttöpaneelista?;-24 astetta;82,09;TRUE
8;D;2;4;4;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;paina + painiketta;137,85;TRUE
8;D;2;4;4;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;2 kuukauden välein;86,02;TRUE
8;D;2;4;4;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;lasinpesuainetta;79,15;TRUE
8;D;2;4;4;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;950 mm;60,22;TRUE
8;D;2;4;4;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;8 kg;105,12;TRUE
8;D;2;4;4;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;kuuluu;105,34;TRUE
8;D;2;4;4;Kuivausrumpu;Entä onko laitteessa ohjelmaa villavaatteille?;on;83,37;TRUE
8;D;2;4;4;Nelikopteri;Kiinnostaisi tietää muutama juttu tästä nelikopterista. Kuinka painava kopteri on?;1380 g;145,92;TRUE
8;D;2;4;4;Nelikopteri;Entä mikä on sen maksiminopeus?;20 m/s;110,93;TRUE
9;A;1;3;1;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314mm;27,81;TRUE
9;A;1;3;1;Mankeli;Entä mankeliliinan leveys?;55cm;37,30;TRUE
9;A;1;3;1;Mankeli;Mikä on lakanoiden mankeiloimisaika?;"En tiedä
";125,88;FALSE
9;A;1;3;1;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900mm;26,57;TRUE
9;A;1;3;1;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;120 min;53,73;TRUE
9;A;1;3;1;Kuivauskaappi;Mitä pesuainetta kuivauskaapin puhdistukseen voi käyttää?;mietoa saippualiuosta;118,28;TRUE
9;A;1;3;1;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;600mm;33,73;TRUE
9;A;1;3;1;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;8 kg;204,86;TRUE
9;A;1;3;1;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;ei;35,47;FALSE
9;A;1;3;1;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274  cm;17,45;TRUE
9;A;1;3;1;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;16 cm;21,85;TRUE
9;A;1;3;1;Pöytätenniksen säännöt;Entä kuinka kuinka monta pistettä pelaajan pitää vähintään saada, jotta voi voittaa erän?;11;43,18;TRUE
9;A;1;3;1;Arkkupakastin;Tarvitsisin vastauksen muutamaan kysymykseen, jotta tiedän ostanko arkkupakastimen. Kuinka leveä pakastin on?;595 mm;47,23;TRUE
9;B;2;3;4;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90 m;46,34;TRUE
9;B;2;3;4;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;68-70 cm;59,62;TRUE
9;B;2;3;4;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;11 pelaajaa;78,07;TRUE
9;B;2;3;4;Jalkapallosäännöt;Sitten vielä yksi. Kuinka kaukana vastapuolen pelaajien pitää olla kulmakaaresta kulmapotkutilanteessa?;9,15 m;17,96;TRUE
9;B;2;3;4;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;5 mm;23,95;TRUE
9;B;2;3;4;Ompelukone;Entä mille välille ompelen pituuden voi asettaa siksak-ompelussa?;0,5 - 4;95,30;TRUE
9;B;2;3;4;Ompelukone;Kuinka painava kone on?;5 kg;42,93;TRUE
9;B;2;3;4;Taekwondon kilpailusäännöt;Lapseni on osallistumassa ensimmäiseen taekwondokilpailuun ja muutama asia on vielä epäselvä. Mihin kilpailuluokkaan hänen pitää osallistua? Hän on 9-vuotias.;C-juniorit;56,03;TRUE
9;B;2;3;4;Taekwondon kilpailusäännöt;Käydäänkö tässä luokassa pyykkipoikaottelua?;kyllä;44,33;TRUE
9;B;2;3;4;Taekwondon kilpailusäännöt;Mitä punnituksessa pitää olla päällä?;t-paita ja dobokin housut;35,67;TRUE
9;B;2;3;4;Nelikopteri;Kiinnostaisi tietää muutama juttu tästä nelikopterista. Kuinka painava kopteri on?;1380 g;17,69;TRUE
9;B;2;3;4;Nelikopteri;Entä mikä on sen maksiminopeus?;20 m/s;17,01;TRUE
9;B;2;3;4;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;Medi (M);43,89;TRUE
9;B;2;3;4;Agility;Kuinka monta eri tasoluokkaa on olemassa?;3;28,77;TRUE
9;B;2;3;4;Kiuas;Minulla olisi pari kysymystä koskien kiuastanne. Millä etäisyydellä kiukaan pitää olla sen takana olevasta seinästä?;100 mm;36,63;TRUE
9;C;1;4;2;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;kuulokkeet, latauskaapeli, ja pikaopas;30,34;TRUE
9;C;1;4;2;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;0;126,74;TRUE
9;C;1;4;2;Langattomat Bluetooth-kuulokkeet;Kuinka kauan kuulokkeiden lataaminen pitäisi yleensä kestää?;2 tuntia;43,88;TRUE
9;C;1;4;2;Langattomat Bluetooth-kuulokkeet;Kuinka suuri kuulokkeiden toimintasäde on?;10 metriä;39,12;TRUE
9;C;1;4;2;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;66,22;TRUE
9;C;1;4;2;Päältäajettava ruohonleikkuri;Entä onko niiden polttoainesäiliöiden tilavuuksissa eroa?;ei;109,42;TRUE
9;C;1;4;2;Päältäajettava ruohonleikkuri;Mitkä niiden leikkuuleveydet ovat?;48 ja 53 mm;32,15;TRUE
9;C;1;4;2;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;82,09;TRUE
9;C;1;4;2;Astianpesukone;Selvä, mitä lämpötilaa tämä ohjelma käyttää?;70 c;66,78;TRUE
9;C;1;4;2;Astianpesukone;Sitten vielä yksi kysymys koneen asetuksista. Asuinpaikassani veden kovuus on 32°dH, mihin asentoon vedenpehmennin tulee siis asettaa?;en tiedä;109,12;FALSE
9;C;1;4;2;Cheerleadingin kilpailusäännöt;Joukkueemme on osallistumassa cheerleadingin SM-kisoihin ja haluaisin selvittää muutaman asian kilpailusäännöistä. Kuinka suuri kilpailualue on SM-kisoissa?;14x16 m;79,80;TRUE
9;C;1;4;2;Cheerleadingin kilpailusäännöt;Entä kuinka monta ulkoista spotteria joukkueella saa olla kilpailussa enintään?;6;62,96;TRUE
9;C;1;4;2;Cheerleadingin kilpailusäännöt;Saako ulkoinen spotteri tukea huojuvaa pyramidia?;ei saa;33,83;TRUE
9;C;1;4;2;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;180 mm;54,65;TRUE
9;D;2;4;3;Kamiina;Voinko käyttää ostamani kamiinan polttoaineena sytytysnestettä?;et voi;22,55;TRUE
9;D;2;4;3;Koripallon pelisäännöt;Olen perustamassa koripallojoukkuetta ja olisi muutama kysymys. Kuinka monta pelaajaa joukkueessa voi enintään olla?;12;33,96;TRUE
9;D;2;4;3;Koripallon pelisäännöt;Mitkä ovat pelikentän pituus ja leveys?;28 m x 15 m;76,97;TRUE
9;D;2;4;3;Koripallon pelisäännöt;Kuinka monta erää ottelussa pelataan?;4;48,30;TRUE
9;D;2;4;3;Koripallon pelisäännöt;Entä kuinka monta minuuttia yksi erä kestää?;10 min;49,53;TRUE
9;D;2;4;3;Lämpöpumppu;Lämpöpumppuni ohjausjärjestelmän vihreä merkkivalo alkoi vilkkumaan eilen, mitä se tarkoittaa?;en tiedä;165,68;FALSE
9;D;2;4;3;Lämpöpumppu;Mikä asetus pitää olla päällä, jotta ohjausjärjestelmä sallii vain sähkövastuksen toiminnan?;lisälämpö;76,64;TRUE
9;D;2;4;3;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;paina painiketta +;127,65;TRUE
9;D;2;4;3;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;2 kk välein;82,08;TRUE
9;D;2;4;3;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;lasinpesuaine;89,71;TRUE
10;A;1;3;1;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900 mm;18,39;TRUE
10;A;1;3;1;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;120 min;59,53;TRUE
10;A;1;3;1;Kuivauskaappi;Mitä pesuainetta kuivauskaapin puhdistukseen voi käyttää?;mieto saipualiuos;83,99;TRUE
10;A;1;3;1;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;3 cm;68,68;TRUE
10;A;1;3;1;Jääkaappi;Olen kytkemässä jääkaappia toimintaan, laitoin juuri pistokkeen seinään ja nyt kuuluu joku hälytysääni. Mitä teen?;kytke hälytysääni pois päältä painamalla lämpötilavalitsinta;110,20;TRUE
10;A;1;3;1;Jääkaappi;Jääkaapista kuuluu välillä naksahduksia. Kuuluvatko ne normaaleihin käyntiääniin?;En tiedä;115,76;FALSE
10;A;1;3;1;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;C;50,11;TRUE
10;A;1;3;1;Tenniksen kilpailumääräykset;Olen vähän huolissani omasta jaksamisestani, kuinka pitkä tauko kahden normaalipituisen saman luokan ottelussa on vähintään?;60 min;52,04;TRUE
10;A;1;3;1;Tenniksen kilpailumääräykset;Kuinka montaa palloa tennisotteluissa voi korkeintaan käyttää?;6;183,04;TRUE
10;B;2;3;3;Nelikopteri;Kiinnostaisi tietää muutama juttu tästä nelikopterista. Kuinka painava kopteri on?;1380g;142,87;TRUE
10;B;2;3;3;Nelikopteri;Entä mikä on sen maksiminopeus?;20 m/s;81,31;TRUE
10;B;2;3;3;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;5,0 mm;68,83;TRUE
10;B;2;3;3;Ompelukone;Entä mille välille ompelen pituuden voi asettaa siksak-ompelussa?;0,5-4;129,26;TRUE
10;B;2;3;3;Ompelukone;Kuinka painava kone on?;5,0 kg;74,08;TRUE
10;B;2;3;3;Kamiina;Voinko käyttää ostamani kamiinan polttoaineena sytytysnestettä?;ei;134,43;TRUE
10;B;2;3;3;Kamiina;Entä mitä materiaalia keittolevy on?;en tiedä;99,09;FALSE
10;B;2;3;3;Kamiina;Okei, sitten vielä yksi. Kuinka pitkä takuu kamiinalla on?;12 kk;30,68;TRUE
10;B;2;3;3;Kiuas;Minulla olisi pari kysymystä koskien kiuastanne. Millä etäisyydellä kiukaan pitää olla sen takana olevasta seinästä?;100 mm;25,50;TRUE
10;C;1;4;4;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;medi (M);82,59;TRUE
10;C;1;4;4;Agility;Kuinka monta eri tasoluokkaa on olemassa?;3;97,21;TRUE
10;C;1;4;4;Agility;Onko agilitykilpailun tarkoituksena yhtenä osa-aluuena koiran ulkonäön arviointi?;ei;113,99;TRUE
10;C;1;4;4;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;SÄHKÖKATKO;134,03;TRUE
10;C;1;4;4;Mikroaaltouuni;Selvä. Entä mikä on suurin teho jonka voin valita?;800w;49,24;TRUE
10;C;1;4;4;Mikroaaltouuni;Mitä tällä teholla tulisi kuumentaa?;nesteitä;144,50;TRUE
10;C;1;4;4;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;100,86;TRUE
10;C;1;4;4;Päältäajettava ruohonleikkuri;Entä onko niiden polttoainesäiliöiden tilavuuksissa eroa?;ei;89,19;TRUE
10;C;1;4;4;Päältäajettava ruohonleikkuri;Mitkä niiden leikkuuleveydet ovat?;LM2148 M leikkuuleveys 48mm ja LM2153 MD 53 mm;112,87;TRUE
10;C;1;4;4;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;minimi 90m ja maksimi 120m;136,99;TRUE
10;C;1;4;4;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;68-70cm;37,15;TRUE
10;C;1;4;4;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;11 joista yksi maalivahti;148,65;TRUE
10;D;2;4;2;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;paina +;152,17;TRUE
10;D;2;4;2;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;2kk välein;113,71;TRUE
10;D;2;4;2;Televisio;Yritän muodostaa internet-yhteyttä ostamaani televisioon, mutta se ei tunnu onnistuvan. Mikä on minimi verkkoyhteyden nopeus, jotta internet-yhteys voidaan muodostaa?;10 Mbps;34,73;TRUE
10;D;2;4;2;Televisio;Kytkin USB-näppäimistön televisioon, millä painikkeella pääsen palaamaan valikossa edelliseen näyttöön?;esc;144,97;TRUE
10;D;2;4;2;Televisio;Entä mitä Windows-näppäin tekee?;Näyttää television asetukset;74,73;TRUE
10;D;2;4;2;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;Kalpa;99,85;TRUE
10;D;2;4;2;Miekkailu;Kuinka paljon se saa enintään painaa?;770g;60,15;TRUE
10;D;2;4;2;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;koko vartalo vyötäröstä ylöspäin;186,82;TRUE
10;D;2;4;2;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;180 mm;207,84;TRUE
10;D;2;4;2;Uuni;Entä kuinka monta kannatintasoa uunissa on?;4;158,17;TRUE
11;A;1;3;2;Lämpöpumppu;Lämpöpumppuni ohjausjärjestelmän vihreä merkkivalo alkoi vilkkumaan eilen, mitä se tarkoittaa?;en tiedä;114,34;FALSE
11;A;1;3;2;Lämpöpumppu;Mikä asetus pitää olla päällä, jotta ohjausjärjestelmä sallii vain sähkövastuksen toiminnan?;salama;44,62;FALSE
11;A;1;3;2;Lämpöpumppu;Entä mikä on oletussäätö lämpötilalle, jos otan lämmityksen pois?;17 c;22,03;TRUE
11;A;1;3;2;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;Kuulokkeet, latauskaapeli, pikaopas;14,98;TRUE
11;A;1;3;2;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;0;46,53;TRUE
11;A;1;3;2;Langattomat Bluetooth-kuulokkeet;Kuinka kauan kuulokkeiden lataaminen pitäisi yleensä kestää?;2 tuntia;74,27;TRUE
11;A;1;3;2;Langattomat Bluetooth-kuulokkeet;Kuinka suuri kuulokkeiden toimintasäde on?;10 metriä;66,62;TRUE
11;A;1;3;2;Nelikopteri;Kiinnostaisi tietää muutama juttu tästä nelikopterista. Kuinka painava kopteri on?;1380 g;51,60;TRUE
11;A;1;3;2;Nelikopteri;Entä mikä on sen maksiminopeus?;20 m/s;66,02;TRUE
11;A;1;3;2;Nelikopteri;Kuuluko kotiinpaluutoimintoon kotiin paluu, jos akku on vähissä?;Kyllä;22,94;TRUE
11;A;1;3;2;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;C;26,07;TRUE
11;A;1;3;2;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900 mm;14,76;TRUE
11;A;1;3;2;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;n. 120 min;21,55;TRUE
11;B;2;3;1;Koripallon pelisäännöt;Olen perustamassa koripallojoukkuetta ja olisi muutama kysymys. Kuinka monta pelaajaa joukkueessa voi enintään olla?;12;20,98;TRUE
11;B;2;3;1;Koripallon pelisäännöt;Mitkä ovat pelikentän pituus ja leveys?;28 m ja 15 m;34,68;TRUE
11;B;2;3;1;Koripallon pelisäännöt;Kuinka monta erää ottelussa pelataan?;4;44,07;TRUE
11;B;2;3;1;Koripallon pelisäännöt;Entä kuinka monta minuuttia yksi erä kestää?;10;38,77;TRUE
11;B;2;3;1;Arkkupakastin;Tarvitsisin vastauksen muutamaan kysymykseen, jotta tiedän ostanko arkkupakastimen. Kuinka leveä pakastin on?;595 mm;18,97;TRUE
11;B;2;3;1;Arkkupakastin;Sitten kysymys asennuksesta. Voinko asentaa pakastimen varastoon, jossa on talvella +5 astetta lämmintä?;Et;65,12;TRUE
11;B;2;3;1;Arkkupakastin;Entä mikä on alhaisin lämpötila, jolle pakastimen voi säätää käyttöpaneelista?;-24 c;56,85;TRUE
11;B;2;3;1;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274 cm;31,79;TRUE
11;B;2;3;1;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;16 cm;84,40;TRUE
11;B;2;3;1;Pöytätenniksen säännöt;Entä kuinka kuinka monta pistettä pelaajan pitää vähintään saada, jotta voi voittaa erän?;11;36,00;TRUE
11;B;2;3;1;Televisio;Yritän muodostaa internet-yhteyttä ostamaani televisioon, mutta se ei tunnu onnistuvan. Mikä on minimi verkkoyhteyden nopeus, jotta internet-yhteys voidaan muodostaa?;10 Mbps;16,80;TRUE
11;B;2;3;1;Televisio;Kytkin USB-näppäimistön televisioon, millä painikkeella pääsen palaamaan valikossa edelliseen näyttöön?;ESC;37,24;TRUE
11;B;2;3;1;Grilli;Mietin grillin ostoa ja olisi pari kysymystä siitä. Mitkä ovat grillauspinta-alan pituus ja leveys?;49.6 x 90.0 cm;34,84;TRUE
11;B;2;3;1;Grilli;Kuinka pitkä takuu grillillä on?;2 vuotta;24,59;TRUE
11;B;2;3;1;Grilli;Entä mitä lisävarusteita grilliin on saatavana?;suojahuppu, elektroninen grillivarras;22,60;TRUE
11;B;2;3;1;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314 mm;40,00;TRUE
11;B;2;3;1;Mankeli;Entä mankeliliinan leveys?;55 cm;21,33;TRUE
11;C;1;4;3;Cheerleadingin kilpailusäännöt;Joukkueemme on osallistumassa cheerleadingin SM-kisoihin ja haluaisin selvittää muutaman asian kilpailusäännöistä. Kuinka suuri kilpailualue on SM-kisoissa?;14x16 m;33,26;TRUE
11;C;1;4;3;Cheerleadingin kilpailusäännöt;Entä kuinka monta ulkoista spotteria joukkueella saa olla kilpailussa enintään?;6;110,10;TRUE
11;C;1;4;3;Cheerleadingin kilpailusäännöt;Saako ulkoinen spotteri tukea huojuvaa pyramidia?;ei;41,23;TRUE
11;C;1;4;3;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;en tiedä;71,56;FALSE
11;C;1;4;3;Mikroaaltouuni;Selvä. Entä mikä on suurin teho jonka voin valita?;800 W;70,22;TRUE
11;C;1;4;3;Mikroaaltouuni;Mitä tällä teholla tulisi kuumentaa?;nesteitä;77,60;TRUE
11;C;1;4;3;Mikroaaltouuni;Olen kuullut, että metalliastiaa ei saisi laittaa mikroon, mistä se johtuu?;Miakroaallot eivät läpäise metallia;58,46;TRUE
